[2339, 1656]
[paragraph, [188.0, 198.0, 1280.0, 36.0], shoonya_1s5KAK8IR7DLXD, 5731574]
[paragraph, [188.0, 234.0, 1280.0, 36.0], shoonya_1s5KAK8IR7DLXD, 5731574]
[paragraph, [188.0, 270.0, 1280.0, 36.0], shoonya_1s5KAK8IR7DLXD, 5731574]
[paragraph, [183.0, 328.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 364.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 400.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 436.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 472.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 508.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 544.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 580.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 616.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 652.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 688.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 724.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 760.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 796.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 832.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 868.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 904.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 940.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 976.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1012.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1048.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1084.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1120.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1156.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1192.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1228.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1264.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1300.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1336.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1372.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1408.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1444.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1480.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1516.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1552.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1588.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1624.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1660.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1696.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1732.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1768.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1804.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1840.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1876.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1912.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1948.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 1984.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 2020.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
[paragraph, [183.0, 2056.0, 1287.0, 36.0], shoonya_0sU73YIK3OL5Y3, 5731574]
