[2339, 1656]
[ordered-list, [167.0, 102.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 138.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 174.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 210.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 246.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 282.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 318.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 354.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 390.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 426.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 462.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 498.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 534.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 570.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 606.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 642.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 678.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 714.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 750.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 786.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 822.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 858.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 894.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 930.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 966.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1002.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1038.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1074.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1110.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1146.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1182.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1218.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1254.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1290.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1326.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1362.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1398.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1434.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1470.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1506.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1542.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1578.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1614.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1650.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1686.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1722.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1758.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1794.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1830.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1866.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1902.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1938.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 1974.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 2010.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[ordered-list, [167.0, 2046.0, 1317.0, 36.0], shoonya_0sN0YCV1KYNV31, 5757918]
[section-title, [169.0, 1379.0, 1079.0, 52.5], shoonya_5s7RQOKE2HRB6G, 5757918]
